date,state,infected,landed flights,month
6/5/2020,NJ,163336,806,October
6/5/2020,MD,56770,912,January
6/5/2020,NY,376208,1075,August
6/5/2020,IL,125915,1156,January
6/5/2020,NC,33255,1289,April
6/5/2020,FL,61488,1305,August
6/5/2020,AZ,24332,1579,March
6/5/2020,TX,71613,1693,September
6/5/2020,CA,122901,3094,November
6/6/2020,WY,939,6,January
6/6/2020,HI,664,9,September
6/6/2020,MS,16769,10,July
6/6/2020,AK,536,12,November
6/6/2020,WV,2131,12,July
6/6/2020,VT,1046,19,February
6/6/2020,ME,2524,42,July
6/6/2020,ID,3111,57,August
6/6/2020,RI,15589,68,June
6/6/2020,DC,9269,70,March
6/6/2020,ND,2815,71,January
6/6/2020,DE,9845,72,July
6/6/2020,SD,5367,90,October
6/6/2020,OR,4662,92,July
6/6/2020,MI,64914,93,June
6/6/2020,OK,7003,96,November
6/6/2020,NH,5019,143,December
6/6/2020,WA,24971,162,October
6/6/2020,MN,28853,165,April
6/6/2020,MO,14442,189,February
6/6/2020,NV,9460,194,October
6/6/2020,CO,27615,255,February
6/6/2020,NE,15379,262,February
6/6/2020,PR,4915,295,December
6/6/2020,KY,11287,310,August
6/6/2020,NM,8672,319,September
6/6/2020,IA,21478,326,August
6/6/2020,WI,22937,338,October
6/6/2020,OH,38111,353,March
6/6/2020,CT,43818,358,December
6/6/2020,IN,36997,419,August
6/6/2020,AR,9101,450,July
6/6/2020,SC,13916,463,April
6/6/2020,LA,42486,497,December
6/6/2020,UT,11798,546,September
6/6/2020,TN,26071,551,November
6/6/2020,NJ,163893,557,November
6/6/2020,MA,103132,575,September
6/6/2020,AL,20043,656,October
6/6/2020,GA,51309,688,December
6/6/2020,PA,75706,701,September
6/6/2020,MD,57482,712,September
6/6/2020,VA,49397,865,July
6/6/2020,IL,126890,975,June
6/6/2020,NY,377316,1108,December
6/6/2020,AZ,25451,1119,April
6/6/2020,FL,62758,1270,October
6/6/2020,NC,34625,1370,December
6/6/2020,TX,73553,1940,November
6/6/2020,CA,126016,3115,October
6/7/2020,MP,27,1,July
6/7/2020,MT,545,5,June
6/7/2020,AK,544,8,May
6/7/2020,WY,947,8,August
6/7/2020,HI,673,9,January
6/7/2020,WV,2144,13,August
6/7/2020,VT,1063,17,November
6/7/2020,ID,3139,28,January
6/7/2020,ND,2859,44,March
6/7/2020,ME,2570,46,January
6/7/2020,RI,15638,49,January
6/7/2020,MI,64969,55,December
6/7/2020,DC,9332,63,February
6/7/2020,PR,4985,70,May
6/7/2020,SD,5438,71,May
6/7/2020,DE,9942,97,September
6/7/2020,WA,25081,110,May
6/7/2020,MO,14553,111,October
6/7/2020,NM,8800,128,May
6/7/2020,MN,28988,135,June
6/7/2020,OR,4808,146,May
6/7/2020,OK,7150,147,February
6/7/2020,CT,43968,150,October
6/7/2020,NE,15543,164,August
6/7/2020,IA,21667,189,October
6/7/2020,NV,9649,189,January
6/7/2020,CO,27848,233,December
6/7/2020,UT,12066,268,November
6/7/2020,NJ,164164,271,January
6/7/2020,WI,23212,275,May
6/7/2020,MA,103436,304,November
6/7/2020,TN,26381,310,November
6/7/2020,AR,9426,325,August
6/7/2020,LA,42816,330,November
6/7/2020,OH,38476,365,October
6/7/2020,SC,14286,370,November
6/7/2020,IN,37397,400,August
6/7/2020,AL,20500,457,September
6/7/2020,MD,57973,491,August
6/7/2020,MS,17270,501,August
6/7/2020,PA,76212,506,January
6/7/2020,GA,51898,589,June
6/7/2020,NY,378097,781,July
6/7/2020,IL,127757,867,November
6/7/2020,NC,35546,921,August
6/7/2020,FL,63938,1180,December
6/7/2020,VA,50681,1284,August
6/7/2020,TX,74978,1425,July
6/7/2020,AZ,26889,1438,January
6/7/2020,CA,128812,2796,December
6/8/2020,MP,28,1,January
6/8/2020,HI,675,2,November
6/8/2020,MT,548,3,November
6/8/2020,WV,2153,9,September
6/8/2020,VT,1075,12,January
6/8/2020,WY,960,13,June
6/8/2020,ME,2588,18,May
6/8/2020,AK,563,19,June
6/8/2020,ND,2878,19,December
6/8/2020,NH,5043,24,November
6/8/2020,DE,9972,30,July
6/8/2020,SD,5471,33,July
6/8/2020,RI,15683,45,July
6/8/2020,OK,7205,55,June
6/8/2020,DC,9389,57,October
6/8/2020,PR,5046,61,November
6/8/2020,NE,15634,91,January
6/8/2020,OR,4922,114,August
6/8/2020,CT,44092,124,April
6/8/2020,MI,65104,135,December
6/8/2020,NV,9786,137,October
6/8/2020,NM,8940,140,March
6/8/2020,CO,28001,153,January
6/8/2020,MO,14734,181,January
6/8/2020,KY,11476,189,April
6/8/2020,MA,103626,190,July
6/8/2020,WI,23434,222,January
6/8/2020,IN,37623,226,July
6/8/2020,LA,43050,234,December
6/8/2020,UT,12322,256,August
6/8/2020,KS,10650,257,June
6/8/2020,AR,9740,314,June
6/8/2020,IA,21987,320,October
6/8/2020,NJ,164497,333,March
6/8/2020,PA,76563,351,December
6/8/2020,OH,38837,361,October
6/8/2020,AL,20925,425,April
6/8/2020,MD,58404,431,July
6/8/2020,MN,29436,448,June
6/8/2020,MS,17768,498,January
6/8/2020,WA,25591,510,May
6/8/2020,SC,14800,514,December
6/8/2020,TN,26944,563,September
6/8/2020,VA,51251,570,June
6/8/2020,GA,52497,599,February
6/8/2020,TX,75616,638,June
6/8/2020,NY,378799,702,November
6/8/2020,AZ,27678,789,March
6/8/2020,NC,36484,938,May
6/8/2020,FL,64904,966,November
6/8/2020,IL,129139,1382,February
6/8/2020,CA,131319,2507,April
6/9/2020,GU,180,1,October
6/9/2020,HI,676,1,August
6/9/2020,MP,30,2,January
6/9/2020,MT,554,6,December
6/9/2020,VT,1084,9,June
6/9/2020,AK,573,10,February
6/9/2020,WY,970,10,May
6/9/2020,WV,2169,16,October
6/9/2020,ME,2606,18,May
6/9/2020,ND,2900,22,August
6/9/2020,NH,5079,36,May
6/9/2020,DE,10020,48,July
6/9/2020,ID,3189,50,July
6/9/2020,SD,5523,52,March
6/9/2020,MI,65167,63,August
6/9/2020,OR,4988,66,January
6/9/2020,RI,15751,68,August
6/9/2020,DC,9474,85,October
6/9/2020,CT,44179,87,September
6/9/2020,NE,15752,118,February
6/9/2020,NM,9062,122,March
6/9/2020,PR,5185,139,February
6/9/2020,OK,7363,158,April
6/9/2020,MO,14913,179,July
6/9/2020,CO,28183,182,December
6/9/2020,KY,11708,232,December
6/9/2020,UT,12559,237,March
6/9/2020,NV,10030,244,January
6/9/2020,IA,22236,249,November
6/9/2020,MA,103889,263,February
6/9/2020,NJ,164796,299,January
6/9/2020,WI,23734,300,May
6/9/2020,OH,39162,325,September
6/9/2020,AR,10080,340,January
6/9/2020,WA,25999,408,August
6/9/2020,IN,38033,410,April
6/9/2020,SC,15228,428,March
6/9/2020,MN,29866,430,September
6/9/2020,VA,51738,487,February
6/9/2020,PA,77056,493,August
6/9/2020,AL,21422,497,April
6/9/2020,MD,58904,500,October
6/9/2020,LA,43612,562,August
6/9/2020,AZ,28296,618,January
6/9/2020,TN,27575,631,August
6/9/2020,NC,37160,676,May
6/9/2020,NY,379482,683,January
6/9/2020,GA,53249,752,May
6/9/2020,IL,129936,797,March
6/9/2020,FL,66000,1096,March
6/9/2020,TX,77253,1637,April
6/9/2020,CA,133489,2170,January
6/10/2020,VI,72,1,February
6/10/2020,GU,182,2,June
6/10/2020,HI,682,6,February
6/10/2020,MT,561,7,August
6/10/2020,WY,980,10,August
6/10/2020,VT,1095,11,December
6/10/2020,MI,65182,15,August
6/10/2020,WV,2188,19,April
6/10/2020,AK,593,20,September
6/10/2020,ID,3220,31,February
6/10/2020,ME,2637,31,June
6/10/2020,DE,10056,36,March
6/10/2020,ND,2940,40,August
6/10/2020,NM,9105,43,September
6/10/2020,NH,5132,53,October
6/10/2020,DC,9537,63,March
6/10/2020,OR,5060,72,January
6/10/2020,SD,5604,81,August
6/10/2020,RI,15855,104,March
6/10/2020,OK,7480,117,October
6/10/2020,NE,15883,131,November
6/10/2020,NV,10164,134,June
6/10/2020,PR,5329,144,December
6/10/2020,KS,10812,162,September
6/10/2020,CO,28347,164,August
6/10/2020,CT,44347,168,May
6/10/2020,KY,11883,175,May
6/10/2020,MA,104156,267,January
6/10/2020,MO,15187,274,February
6/10/2020,AR,10368,288,January
6/10/2020,IN,38337,304,May
6/10/2020,UT,12864,305,February
6/10/2020,IA,22551,315,May
6/10/2020,MN,30199,333,April
6/10/2020,WI,24070,336,September
6/10/2020,WA,26367,368,July
6/10/2020,PA,77466,410,March
6/10/2020,OH,39575,413,September
6/10/2020,LA,44030,418,March
6/10/2020,VA,52177,439,January
6/10/2020,TN,28061,486,December
6/10/2020,SC,15759,531,October
6/10/2020,NJ,165346,550,March
6/10/2020,MD,59465,561,March
6/10/2020,AL,21989,567,June
6/10/2020,IL,130561,625,May
6/10/2020,NY,380156,674,August
6/10/2020,MS,18483,715,February
6/10/2020,GA,53980,731,July
6/10/2020,NC,38171,1011,December
6/10/2020,FL,67371,1371,January
6/10/2020,AZ,29852,1556,April
6/10/2020,TX,79757,2504,August
6/10/2020,CA,136191,2702,May
6/11/2020,GU,183,1,August
6/11/2020,MT,563,2,September
6/11/2020,HI,685,3,August
6/11/2020,VT,1110,15,August
6/11/2020,AK,611,18,February
6/11/2020,PR,5352,23,April
6/11/2020,WV,2212,24,August
6/11/2020,WY,1009,29,February
6/11/2020,ME,2667,30,February
6/11/2020,ND,2978,38,July
6/11/2020,ID,3260,40,January
6/11/2020,NH,5178,46,May
6/11/2020,DE,10106,50,November
6/11/2020,DC,9589,52,May
6/11/2020,SD,5665,61,November
6/11/2020,KY,11945,62,September
6/11/2020,RI,15942,87,August
6/11/2020,CT,44461,114,June
6/11/2020,NE,16025,142,July
6/11/2020,NM,9250,145,September
6/11/2020,OK,7626,146,October
6/11/2020,CO,28499,152,August
6/11/2020,OR,5237,177,October
6/11/2020,MO,15390,203,October
6/11/2020,MN,30418,219,July
6/11/2020,NV,10399,235,October
6/11/2020,MI,65449,267,September
6/11/2020,WI,24441,371,February
6/11/2020,IA,22938,387,September
6/11/2020,UT,13252,388,May
6/11/2020,WA,26767,400,September
6/11/2020,IN,38748,411,July
6/11/2020,OH,40004,429,March
6/11/2020,LA,44472,442,October
6/11/2020,AR,10816,448,April
6/11/2020,PA,77933,467,May
6/11/2020,NJ,165816,470,December
6/11/2020,VA,52647,470,July
6/11/2020,TN,28538,477,March
6/11/2020,MA,104667,511,March
6/11/2020,SC,16441,682,May
6/11/2020,MD,60197,732,October
6/11/2020,NY,380892,736,January
6/11/2020,IL,131327,766,September
6/11/2020,AL,22845,856,March
6/11/2020,GA,54973,993,October
6/11/2020,NC,39481,1310,May
6/11/2020,AZ,31264,1412,July
6/11/2020,FL,69069,1698,February
6/11/2020,TX,81583,1826,July
6/11/2020,CA,139281,3090,October
6/12/2020,GU,184,1,August
6/12/2020,HI,692,7,September
6/12/2020,VT,1119,9,May
6/12/2020,MT,573,10,December
6/12/2020,AK,625,14,April
6/12/2020,WY,1027,18,January
6/12/2020,WV,2233,21,July
6/12/2020,NH,5209,31,November
6/12/2020,ND,3014,36,July
6/12/2020,ID,3302,42,February
6/12/2020,MN,30463,45,May
6/12/2020,ME,2721,54,December
6/12/2020,DC,9654,65,July
6/12/2020,PA,77999,66,December
6/12/2020,DE,10173,67,July
6/12/2020,SD,5742,77,July
6/12/2020,RI,16023,81,August
6/12/2020,OR,5377,140,April
6/12/2020,CO,28647,148,July
6/12/2020,PR,5536,184,July
6/12/2020,MO,15585,195,September
6/12/2020,OK,7848,222,January
6/12/2020,MI,65672,223,December
6/12/2020,CT,44689,228,October
6/12/2020,KS,11047,235,November
6/12/2020,NM,9526,276,July
6/12/2020,NV,10676,277,September
6/12/2020,NE,16315,290,November
6/12/2020,UT,13577,325,March
6/12/2020,NJ,166164,348,May
6/12/2020,WI,24795,354,April
6/12/2020,WA,27155,388,April
6/12/2020,MA,105059,392,January
6/12/2020,IN,39146,398,May
6/12/2020,IA,23337,399,October
6/12/2020,MD,60613,416,August
6/12/2020,OH,40424,420,August
6/12/2020,LA,44995,523,April
6/12/2020,VA,53211,564,July
6/12/2020,TN,29126,588,September
6/12/2020,MS,19091,608,May
6/12/2020,SC,17170,729,July
6/12/2020,AR,11547,731,December
6/12/2020,IL,132059,732,January
6/12/2020,GA,55783,810,October
6/12/2020,NY,381714,822,March
6/12/2020,AL,23710,865,September
6/12/2020,AZ,32918,1654,October
6/12/2020,NC,41249,1768,July
6/12/2020,FL,70971,1902,December
6/12/2020,TX,83680,2097,August
6/12/2020,CA,141983,2702,December
6/13/2020,GU,185,1,December
6/13/2020,MN,30465,2,July
6/13/2020,VT,1125,6,March
6/13/2020,HI,706,14,February
6/13/2020,MT,588,15,March
6/13/2020,WY,1050,23,December
6/13/2020,WV,2259,26,February
6/13/2020,AK,654,29,March
6/13/2020,ME,2757,36,October
6/13/2020,ND,3056,42,March
6/13/2020,NH,5251,42,May
6/13/2020,RI,16072,49,December
6/13/2020,ID,3353,51,November
6/13/2020,DC,9709,55,September
6/13/2020,DE,10229,56,October
6/13/2020,SD,5833,91,April
6/13/2020,PR,5690,154,March
6/13/2020,OR,5535,158,August
6/13/2020,MI,65836,164,June
6/13/2020,CO,28822,175,January
6/13/2020,WA,27348,193,September
6/13/2020,NE,16513,198,October
6/13/2020,MO,15810,225,May
6/13/2020,OK,8073,225,December
6/13/2020,MS,19348,257,June
6/13/2020,NV,10946,270,January
6/13/2020,WI,25089,294,March
6/13/2020,CT,44994,305,August
6/13/2020,MA,105395,336,October
6/13/2020,IA,23717,380,August
6/13/2020,IN,39543,397,July
6/13/2020,UT,13981,404,November
6/13/2020,TN,29541,415,June
6/13/2020,OH,40848,424,February
6/13/2020,NJ,166605,441,February
6/13/2020,PA,78462,463,September
6/13/2020,KY,12445,500,May
6/13/2020,VA,53869,658,April
6/13/2020,IL,132732,673,March
6/13/2020,MD,61305,692,June
6/13/2020,SC,17955,785,September
6/13/2020,AL,24601,891,January
6/13/2020,NY,382630,916,June
6/13/2020,GA,56801,1018,February
6/13/2020,LA,46283,1288,December
6/13/2020,NC,42676,1427,April
6/13/2020,AZ,34458,1540,March
6/13/2020,TX,86011,2331,November
6/13/2020,FL,73552,2581,July
6/13/2020,CA,145643,3660,April
6/14/2020,VT,1127,2,March
6/14/2020,MN,30471,6,December
6/14/2020,AK,661,7,February
6/14/2020,WY,1060,10,December
6/14/2020,MT,601,13,March
6/14/2020,HI,723,17,June
6/14/2020,ND,3078,22,August
6/14/2020,WV,2289,30,August
6/14/2020,RI,16104,32,May
6/14/2020,DE,10264,35,March
6/14/2020,ME,2793,36,January
6/14/2020,ID,3399,46,June
6/14/2020,NH,5299,48,March
6/14/2020,DC,9767,58,September
6/14/2020,SD,5898,65,September
6/14/2020,CT,45088,94,January
6/14/2020,NM,9621,95,April
6/14/2020,OR,5636,101,January
6/14/2020,NE,16633,120,December
6/14/2020,PR,5811,121,April
6/14/2020,WA,27484,136,September
6/14/2020,OK,8231,158,October
6/14/2020,MS,19516,168,January
6/14/2020,CO,29017,195,March
6/14/2020,MA,105603,208,March
6/14/2020,IA,23926,209,October
6/14/2020,MI,66054,218,January
6/14/2020,NV,11173,227,November
6/14/2020,WI,25340,251,March
6/14/2020,NJ,166881,276,September
6/14/2020,OH,41148,300,August
6/14/2020,UT,14313,332,April
6/14/2020,LA,46619,336,September
6/14/2020,PA,78798,336,November
6/14/2020,IN,39909,366,November
6/14/2020,MD,61701,396,March
6/14/2020,VA,54506,637,April
6/14/2020,IL,133404,672,November
6/14/2020,NY,383324,694,August
6/14/2020,SC,18795,840,January
6/14/2020,GA,57681,880,February
6/14/2020,TN,30432,891,July
6/14/2020,AR,12501,954,October
6/14/2020,AL,25615,1014,January
6/14/2020,AZ,35691,1233,January
6/14/2020,NC,44119,1443,February
6/14/2020,TX,87854,1843,August
6/14/2020,FL,75568,2016,November
6/14/2020,CA,148855,3212,March
6/15/2020,VT,1128,1,May
6/15/2020,AK,664,3,November
6/15/2020,HI,728,5,October
6/15/2020,MT,609,8,October
6/15/2020,WV,2298,9,May
6/15/2020,ME,2810,17,October
6/15/2020,WY,1079,19,February
6/15/2020,ND,3100,22,November
6/15/2020,SD,5928,30,May
6/15/2020,MI,66085,31,February
6/15/2020,DC,9799,32,October
6/15/2020,NH,5345,46,July
6/15/2020,DE,10340,76,August
6/15/2020,RI,16180,76,November
6/15/2020,PR,5890,79,December
6/15/2020,MA,105690,87,February
6/15/2020,NE,16725,92,September
6/15/2020,NM,9723,102,August
6/15/2020,NV,11279,106,June
6/15/2020,CO,29130,113,April
6/15/2020,IA,24053,127,August
6/15/2020,CT,45235,147,January
6/15/2020,OR,5820,184,October
6/15/2020,OK,8417,186,November
6/15/2020,KY,12647,202,July
6/15/2020,WI,25546,206,September
6/15/2020,MN,30693,222,August
6/15/2020,NJ,167103,222,December
6/15/2020,MS,19799,283,February
6/15/2020,UT,14608,295,January
6/15/2020,PA,79121,323,February
6/15/2020,MD,62032,331,January
6/15/2020,KS,11419,372,September
6/15/2020,MO,16189,379,June
6/15/2020,VA,54886,380,September
6/15/2020,AR,12917,416,June
6/15/2020,OH,41576,428,May
6/15/2020,IL,133877,473,March
6/15/2020,WA,28001,517,February
6/15/2020,IN,40430,521,January
6/15/2020,LA,47172,553,July
6/15/2020,SC,19378,583,May
6/15/2020,NY,383944,620,September
6/15/2020,AL,26272,657,June
6/15/2020,TN,31160,728,March
6/15/2020,GA,58414,733,March
6/15/2020,NC,45102,983,September
6/15/2020,AZ,36705,1014,April
6/15/2020,TX,89108,1254,February
6/15/2020,FL,77326,1758,April
6/15/2020,CA,151452,2597,December
6/16/2020,VT,1131,3,February
6/16/2020,MT,614,5,April
6/16/2020,HI,736,8,December
6/16/2020,ME,2819,9,January
6/16/2020,WY,1089,10,May
6/16/2020,AK,676,12,September
6/16/2020,DC,9818,19,January
6/16/2020,ND,3123,23,January
6/16/2020,SD,5966,38,July
6/16/2020,WV,2341,43,May
6/16/2020,RI,16232,52,March
6/16/2020,PR,5951,61,October
6/16/2020,DE,10403,63,December
6/16/2020,ID,3462,63,January
6/16/2020,CT,45349,114,March
6/16/2020,NM,9845,122,January
6/16/2020,IA,24179,126,September
6/16/2020,NE,16851,126,April
6/16/2020,CO,29299,169,February
6/16/2020,KY,12829,182,January
6/16/2020,MI,66269,184,February
6/16/2020,MN,30882,189,June
6/16/2020,MA,105885,195,October
6/16/2020,MO,16414,225,March
6/16/2020,OK,8645,228,June
6/16/2020,AR,13191,274,December
6/16/2020,OR,6098,278,August
6/16/2020,WI,25844,298,October
6/16/2020,NJ,167426,323,January
6/16/2020,UT,14937,329,April
6/16/2020,MS,20152,353,February
6/16/2020,IN,40786,356,July
6/16/2020,PA,79483,362,February
6/16/2020,MD,62409,377,October
6/16/2020,NV,11658,379,December
6/16/2020,OH,42010,434,March
6/16/2020,VA,55331,445,September
6/16/2020,WA,28495,494,July
6/16/2020,LA,47706,534,August
6/16/2020,SC,19990,612,November
6/16/2020,IL,134500,623,February
6/16/2020,NY,384575,631,April
6/16/2020,AL,26912,640,February
6/16/2020,GA,59078,664,June
6/16/2020,TN,31830,670,September
6/16/2020,NC,45853,751,January
6/16/2020,CA,153560,2108,December
6/16/2020,AZ,39097,2392,April
6/16/2020,FL,80109,2783,January
6/16/2020,TX,93206,4098,February
6/17/2020,GU,188,2,January
6/17/2020,HI,740,4,June
6/17/2020,MT,630,16,August
6/17/2020,ME,2836,17,March
6/17/2020,NH,5364,19,August
6/17/2020,AK,696,20,November
6/17/2020,WY,1114,25,July
6/17/2020,DC,9847,29,May
6/17/2020,WV,2376,35,August
6/17/2020,ND,3162,39,July
6/17/2020,DE,10444,41,May
6/17/2020,RI,16283,51,June
6/17/2020,PR,6003,52,August
6/17/2020,ID,3540,78,June
6/17/2020,CT,45429,80,November
6/17/2020,SD,6050,84,October
6/17/2020,NM,9933,88,September
6/17/2020,OR,6218,120,March
6/17/2020,CO,29442,143,April
6/17/2020,KY,12995,166,November
6/17/2020,NE,17031,180,December
6/17/2020,NV,11842,184,November
6/17/2020,MO,16625,211,September
6/17/2020,IN,41013,227,May
6/17/2020,MI,66497,228,December
6/17/2020,OK,8904,259,January
6/17/2020,KS,11681,262,May
6/17/2020,MA,106151,266,February
6/17/2020,NJ,167703,277,July
6/17/2020,IA,24461,282,December
6/17/2020,WI,26129,285,August
6/17/2020,TN,32143,313,April
6/17/2020,PA,79818,335,May
6/17/2020,AL,27312,400,March
6/17/2020,UT,15344,407,September
6/17/2020,OH,42422,412,January
6/17/2020,MN,31296,414,December
6/17/2020,AR,13606,415,September
6/17/2020,VA,55775,444,November
6/17/2020,WA,28956,461,March
6/17/2020,MS,20641,489,June
6/17/2020,IL,135046,546,December
6/17/2020,MD,62969,560,November
6/17/2020,SC,20556,566,March
6/17/2020,NY,385142,567,September
6/17/2020,LA,48634,928,March
6/17/2020,GA,60030,952,October
6/17/2020,NC,46855,1002,July
6/17/2020,AZ,40924,1827,October
6/17/2020,FL,82719,2610,May
6/17/2020,TX,96335,3129,February
6/17/2020,CA,157015,3455,August
6/18/2020,HI,744,4,November
6/18/2020,GU,193,5,December
6/18/2020,VT,1135,5,July
6/18/2020,CT,45440,11,July
6/18/2020,AK,708,12,August
6/18/2020,MT,655,25,January
6/18/2020,ND,3191,29,July
6/18/2020,WY,1144,30,May
6/18/2020,ME,2878,42,December
6/18/2020,WV,2418,42,July
6/18/2020,DE,10499,55,December
6/18/2020,DC,9903,56,July
6/18/2020,SD,6109,59,September
6/18/2020,RI,16354,71,January
6/18/2020,NH,5436,72,September
6/18/2020,ID,3632,92,March
6/18/2020,PR,6111,108,November
6/18/2020,NM,10065,132,June
6/18/2020,OR,6366,148,January
6/18/2020,NE,17226,195,May
6/18/2020,KY,13197,202,July
6/18/2020,CO,29673,231,July
6/18/2020,NV,12076,234,February
6/18/2020,MD,63229,260,January
6/18/2020,MA,106422,271,May
6/18/2020,MO,16908,283,January
6/18/2020,MI,66798,301,June
6/18/2020,AR,13928,322,March
6/18/2020,MN,31675,379,August
6/18/2020,IA,24854,393,November
6/18/2020,NJ,168107,404,January
6/18/2020,PA,80236,418,March
6/18/2020,IN,41438,425,March
6/18/2020,OK,9354,450,April
6/18/2020,WI,26590,461,September
6/18/2020,VA,56238,463,April
6/18/2020,UT,15839,495,January
6/18/2020,WA,29493,537,August
6/18/2020,IL,135639,593,October
6/18/2020,NY,385760,618,May
6/18/2020,TN,32829,686,July
6/18/2020,OH,43122,700,September
6/18/2020,GA,60912,882,September
6/18/2020,AL,28206,894,October
6/18/2020,SC,21548,992,June
6/18/2020,NC,48188,1333,June
6/18/2020,AZ,43443,2519,February
6/18/2020,FL,85926,3207,November
6/18/2020,TX,99851,3516,November
6/18/2020,CA,161099,4084,November
6/19/2020,GU,200,7,April
6/19/2020,VT,1144,9,June
6/19/2020,MT,666,11,November
6/19/2020,AK,722,14,March
6/19/2020,NH,5450,14,December
6/19/2020,WV,2435,17,November
6/19/2020,HI,762,18,July
6/19/2020,WY,1173,29,July
6/19/2020,ND,3223,32,September
6/19/2020,ME,2913,35,November
6/19/2020,DC,9952,49,June
6/19/2020,SD,6158,49,June
6/19/2020,RI,16413,59,November
6/19/2020,PR,6195,84,July
6/19/2020,NM,10153,88,May
6/19/2020,ID,3743,111,October
6/19/2020,DE,10611,112,September
6/19/2020,CT,45557,117,July
6/19/2020,NE,17415,189,June
6/19/2020,OR,6572,206,June
6/19/2020,CO,29901,228,July
6/19/2020,MA,106650,228,March
6/19/2020,KY,13454,257,January
6/19/2020,MO,17201,293,August
6/19/2020,MI,67097,299,October
6/19/2020,IN,41746,308,April
6/19/2020,MD,63548,319,September
6/19/2020,WI,26913,323,September
6/19/2020,OK,9706,352,October
6/19/2020,MN,32031,356,September
6/19/2020,KS,12059,378,April
6/19/2020,NJ,168496,389,December
6/19/2020,NV,12486,410,June
6/19/2020,IA,25275,421,June
6/19/2020,WA,30010,517,October
6/19/2020,PA,80762,526,July
6/19/2020,VA,56793,555,October
6/19/2020,UT,16425,586,July
6/19/2020,OH,43731,609,October
6/19/2020,AR,14631,703,December
6/19/2020,AL,29002,796,November
6/19/2020,NY,386556,796,August
6/19/2020,IL,136470,831,September
6/19/2020,SC,22631,1083,February
6/19/2020,GA,62009,1097,September
